comment,time,phase,baro,latitude,longitude,duty_R,duty_L,theta,cornangle,distance,acc_x,acc_y,acc_z,rotor_steps
threading,5.484764575958252,land,1025.6163041642933,30.3749785,130.95959783333333,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,6.117635726928711,land,1025.614750207216,30.3749785,130.95959783333333,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,6.7504777908325195,land,1025.6034909735047,30.3749785,130.95959783333333,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,7.383349418640137,land,1025.598122330869,30.3749785,130.95959783333333,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,8.01619267463684,land,1025.568557719449,30.3749785,130.95959783333333,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,8.547786712646484,land,1025.6267511769618,30.3749785,130.959598,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,9.011883974075317,land,1025.6171064260357,30.3749785,130.959598,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,9.47595477104187,land,1025.57567929882,30.3749785,130.959598,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,9.940062999725342,land,1025.5783817116844,30.3749785,130.959598,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,10.463245630264282,land,1025.5800386185956,30.3749785,130.95959816666667,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,11.096168756484985,land,1025.6263548939337,30.374978333333335,130.959598,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,11.72892427444458,land,1025.6268953986637,30.374978333333335,130.959598,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,12.395523071289062,land,1025.6037194186804,30.374978333333335,130.95959833333333,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,13.197231531143188,land,1025.6252200355596,30.374978333333335,130.95959833333333,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,13.695013284683228,land,1025.5778530656057,30.3749785,130.9595985,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,14.454403400421143,land,1025.5401963263548,30.374977833333332,130.95959783333333,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,15.256025791168213,land,1025.4863658972304,30.374977833333332,130.95959783333333,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,16.049187183380127,land,1025.4836694851097,30.37497966666667,130.95960016666666,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,16.842355012893677,land,1025.477804800777,30.374980833333332,130.95960083333333,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,17.551154375076294,land,1025.506401915605,30.374984,130.95960133333332,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,18.276849031448364,land,1025.497834524256,30.374985833333334,130.95960266666665,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,18.977189540863037,land,1025.5393912923116,30.374990166666667,130.95960783333334,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,19.77880573272705,land,1025.519574842373,30.374992333333335,130.95961166666666,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,20.504480838775635,land,1025.4905470738888,30.374995166666668,130.95962,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,21.112060070037842,land,1025.5046521272643,30.374995166666668,130.95962,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,21.879966497421265,land,1025.51287136108,30.374998333333334,130.95962883333334,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,22.605608224868774,land,1025.5000030558022,30.375000166666666,130.959633,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,23.289098978042603,land,1025.4580426141467,30.3750055,130.95964366666666,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,23.96411943435669,land,1025.4888175229135,30.375007166666666,130.95964466666666,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,24.765883207321167,land,1025.5125473148114,30.375007166666666,130.95964466666666,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,25.49981188774109,land,1025.5007057216192,30.375007833333335,130.959647,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,26.132667541503906,land,1025.504503856457,30.375007833333335,130.959647,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,26.630573272705078,land,1025.4954100215614,30.3750085,130.959646,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,27.297106504440308,land,1025.5229484273964,30.375008666666666,130.95964633333332,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,28.039666891098022,land,1025.5175904953314,30.37500916666667,130.9596465,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,28.672556161880493,land,1025.4971626283636,30.3750095,130.95964666666666,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,29.305382251739502,land,1025.499398782421,30.37500916666667,130.9596475,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,29.938302278518677,land,1025.5096356949937,30.37500916666667,130.9596475,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,30.64714789390564,land,1025.4821916073306,30.37500916666667,130.95964783333332,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,31.414928436279297,land,1025.4849226583221,30.37500916666667,130.959648,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,32.022494316101074,land,1025.4865728897532,30.375009,130.9596485,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,32.655330419540405,land,1025.4504918342914,30.375008833333332,130.95964883333335,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,33.330321073532104,land,1025.4316811049268,30.375008333333334,130.95964933333335,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,34.07287836074829,land,1025.4834893525558,30.375008166666667,130.9596495,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,34.68886947631836,land,1025.5045192710922,30.375008,130.95964983333334,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,35.321712493896484,land,1025.4824465397803,30.375007333333333,130.95965033333334,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,36.1233286857605,land,1025.4717246369044,30.375007333333333,130.95965033333334,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,36.798383712768555,land,1025.4642344852193,30.375007166666666,130.9596505,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,37.44813919067383,land,1025.476652191794,30.375007,130.95965083333334,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,38.11473298072815,land,1025.473964476845,30.375006666666668,130.95965066666668,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,38.78134799003601,land,1025.4389911933747,30.3750065,130.95965066666668,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,39.41425585746765,land,1025.4864416393639,30.3750065,130.95965066666668,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,40.0470712184906,land,1025.4886209814672,30.3750065,130.95965066666668,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,40.671446561813354,land,1025.4697693570204,30.375006,130.95965066666668,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,41.312867641448975,land,1025.471426057304,30.375005333333334,130.95965066666668,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,42.1143856048584,land,1025.5080898567753,30.375005166666668,130.95965066666668,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,42.915982246398926,land,1025.490836236452,30.375005166666668,130.95965066666668,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,43.717570543289185,land,1025.4790300578177,30.375004666666666,130.95965066666668,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,44.46862316131592,land,1025.489769083157,30.375004166666667,130.9596505,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,45.1014289855957,land,1025.498967468938,30.375004,130.95965066666668,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,45.71738839149475,land,1025.4865585665998,30.375004,130.95965066666668,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,46.324931144714355,land,1025.4935600714825,30.375004,130.959651,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,47.109742879867554,land,1025.4510236951346,30.375003833333334,130.95965116666667,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,47.91130995750427,land,1025.4909163454693,30.375003833333334,130.95965133333334,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
threading,48.620129108428955,land,1025.4612581677823,30.375003666666668,130.9596515,-1,-1,-1,,-1,-0.08887803686973507,-0.006348431204981077,1.235258210230741,0
